Prg TRTbl Name,CRF ID,Description,CRF Change Type,SR No,Status,SR Assigned to,CRF Logged date,Implementation by BASIS Team,CRF Closer Date,CR Status,CRF Initiator,Assigned Executive User Name,Master Data General Configuration,Assigned Work Group Name,Owner Work Group Name,Information,Pre Migration Approved 2,Pre Migration Approved 2 Time,Pre Migration Approved 3,Pre Migration Approved 3 Time,Level 3 Approved By Name,Level 3 Approval Date,Level 4 Approved By Name,Level 4 Approval Date
Changes will be done directly in PRD via FFID,6780,COGI Deletion,Normal,105031,Resolved,Praveen Basavaraj Pujari,2025-07-16 17:51:21.767,2025-08-18 15:08:37.213,2025-08-18 15:08:37.213,Implementation Review Closed,Gaurav Mishra,Gaurav Mishra,Yes,"IT Support (SAP MM, QM, PP, PM, PI)","IT Support (SAP MM, QM, PP, PM, PI)",COGI Deletion to be done June'25 COGI are 8 No's and Parts are 5 no's,"Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Jul 24 2025 3:32AM,Jul 23 2025 9:58AM,Jul 23 2025 8:53AM,Jul 24 2025 4:23AM,Jul 23 2025 10:25AM",,,,,,
,6785,Need to allow policy creation request on the DR firewall to enable communication between the primary TSM backup server and the DR backup server.,Normal,103819,Resolved,Sumit Jaswal,2025-07-17 13:57:35.633,2025-08-04 10:30:37.123,2025-08-04 10:30:37.123,Implementation Review Closed,Deepshikha .,Sumit Jaswal,No,IT Support (Network Support),IT Support (Network Support),Kindly approve policy creation request on the DR firewall to enable communication between the primary TSM backup server and the DR backup server. Firewall policy: Source DC-10.116.20.123 to destination DR-10.117.172.190 with port 1500.,Akshat Kumar Puri,Aug 4 2025 5:13AM,,,"Amit Taneja,Ashish Dogra,Mosharraf Imam,Goji Sugita","Jul 22 2025 9:37AM,Jul 22 2025 7:15AM,Jul 24 2025 4:18AM,Jul 23 2025 6:05AM",Bhasker Chhabra,Jul 26 2025 8:47AM
Database change only.,6791,JL01 Location not reflecting for material extend request. Location-JL01 Plant-VTPR Item Code-1700002322 Plant name-VTPR Profit center-2050 . Need to Add from Database so need this CR.,Normal,101834,Resolved,Rajesh Roshan,2025-07-18 14:01:24.907,2025-08-23 20:02:50.873,2025-08-23 20:02:50.873,Implementation Review Closed,Priyanka .,Sumit Kumar,No,IT Support [Hirise -Infrastructure],IT Support (Employee Portal),"While raising request for material extend, JL01 location is not available in employee portal.Location-JL01Plant-VTPRItem Code-1700002322","Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 11 2025 12:27PM,Aug 14 2025 9:25AM,Aug 11 2025 10:50AM,Aug 11 2025 5:43AM,Aug 11 2025 3:31AM",Bhasker Chhabra,Aug 18 2025 12:07PM,,,,
SDVK964797 SAPSD: CR6793 New port addition,6793,"SAP SD:- Addition of two ports name in SAP -Shipment creation VT01N & additional tab - Supply -3. Ports Name - (IZMIR, TURKEY & ALIAGA, TURKEY)",Normal,103483,Resolved,Himanshu Sharma,2025-07-18 14:49:03.277,2025-08-27 13:58:04.490,2025-08-27 13:58:04.490,Implementation Review Closed,Nikki .,Amit Kumar,Yes,IT Support (Enterprise Platform),"IT Support (SAP SD, CS, PI)","Financial Impact : NoTax Impact : NoPayable Impact : NoFrame / Engine Impact : NoRequest Details : Please add two ports name in SAP -Shipment creation VT01N & additional tab - Supply -3. Ports Name - (IZMIR, TURKEY & ALIAGA, TURKEY)","Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 23 2025 9:52AM,Aug 23 2025 10:54AM,Aug 23 2025 9:06AM,Aug 23 2025 9:34AM,Aug 23 2025 9:52AM",,,,,,
,6794,Tech Spec implementation activity for Domain Servers on windows enviroment,Normal,103842,Resolved,Manish Kumar Rai,2025-07-18 16:59:42.000,2025-08-07 17:43:16.537,2025-08-07 17:43:16.537,Implementation Review Closed,Anil Rathee,Manish Kumar Rai,No,IT Support (Infra),IT Support (Infra),"Dear Sir, Following the successful implementation of the Tech Specs policy in the Windows test server environment, we have monitored its performance over the past month. And we are now proceeding to implement the policy across all Windows domain servers. Total server count is 74, list attached for refrence.",Akshat Kumar Puri,Aug 7 2025 12:44PM,,,"Amit Taneja,Ashish Dogra,Mosharraf Imam,Goji Sugita","Jul 21 2025 12:44AM,Jul 21 2025 10:24AM,Jul 19 2025 2:39AM,Jul 21 2025 5:48AM",Bhasker Chhabra,Jul 21 2025 12:47PM
SDVK965008  SAP PP: CR6795 Cogi Mail Changes,6795,COGI Mail Enhancement (Impact is mentioned in the below in Request Description),Normal,102178,Resolved,Ved Prakash,2025-07-19 10:41:33.630,2025-08-27 10:38:38.410,2025-08-27 10:38:38.410,Implementation Review Closed,Gaurav Mishra,Amit Kumar,No,IT Support (Enterprise Platform),"IT Support (SAP MM, QM, PP, PM, PI)","Need to update the data in COGI daily report which generates through SAP scheduled activities. One column name ""UNIT"" needs to replace with ""ERROR DATE"" which is available in real time COGI T-code. As-Is To-Be attached for reference. (Impact: Mentioned changes will impact the existing mail body where UNIT column name will be replaced with ERROR DATE and it will be used only for display purpose.)","Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 18 2025 5:53AM,Aug 18 2025 7:05AM,Aug 18 2025 7:54AM,Aug 18 2025 7:45AM,Aug 18 2025 4:20AM",Bhasker Chhabra,Aug 18 2025 12:06PM,,,,
,6797,Monthly windows server patching activity for month of Jul'25 on windows Production Servers.,Normal,103717,Resolved,Kamlesh Mahore,2025-07-21 09:16:13.050,2025-08-27 17:22:58.003,2025-08-27 17:22:58.003,Implementation Review Closed,Kamlesh Mahore,Kamlesh Mahore,No,IT Support (Infra),IT Support (Infra),Microsoft has released security updates for Jul'25 to address vulnerabilities on windows servers. we have deployed the same on Test Servers and observed for 1 week and now planning to implement the same on prod servers as no issue reported.,Akshat Kumar Puri,Aug 27 2025 12:12PM,,,"Amit Taneja,Ashish Dogra,Mosharraf Imam,Goji Sugita","Jul 22 2025 11:34AM,Jul 22 2025 7:15AM,Jul 22 2025 7:55AM,Jul 23 2025 11:01AM",Bhasker Chhabra,Jul 23 2025 1:12PM
Database change only.,6798,"As discussed , Required Authorities are not defined current Ki (27) against the Operation for the Asset Transfer Process. Currently , there is no option of changing authority in the system so we have to change from the backend process.",Normal,101945,Resolved,Rishab Aggarwal,2025-07-21 10:03:18.020,2025-08-06 08:21:12.330,2025-08-06 08:21:12.330,Implementation Review Closed,Priyanka .,Sumit Kumar,No,IT Support [Hirise -Infrastructure],IT Support (Employee Portal),"As discussed , Required Authorities are not defined current Ki (27) against the Operation for the Asset Transfer Process. Currently , there is no option of changing authority in the system so we have to change from the backend process.","Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 1 2025 6:01AM,Jul 31 2025 10:59AM,Jul 31 2025 8:16AM,Jul 31 2025 8:55AM,Jul 31 2025 7:26AM",Bhasker Chhabra,Aug 2 2025 5:23AM,,,,
CRM App changes and Mobility app changes code live on PRD,6805,CRM Ph1B and Online Finance Enquiry Mobility functionality code merge in production Mobility App,Normal,103582,New,,2025-07-22 13:22:58.167,2025-08-19 15:36:17.873,2025-08-19 15:36:17.873,Implementation Review Closed,Urvashi Vijay Bhurase,Alok Kumar Singh,No,CRM Portals,CRM Portals,CRM Ph1B and Online Finance Enquiry Mobility functionality code merge in production Mobility App,"Amit Taneja,Ashish Dogra,Mosharraf Imam,Amarjeet Singh,Goji Sugita","Aug 2 2025 10:12AM,Aug 2 2025 10:20AM,Aug 2 2025 9:45AM,Aug 2 2025 10:24AM,Aug 2 2025 9:56AM",Bhasker Chhabra,Aug 2 2025 12:27PM,,,,
"1. On Fields: For the following fields – o Total Mensiki Budget o Total Mensiki Actual o Total Mensiki Variance I have activated session value storage to ensure that values are retained even after clicking Save. Additionally, the Submit for Preview process has been properly configured to run as expected. 2. PO Group Report: Earlier, expired items were showing — this has now been fixed, and those items no longer appear. On Github is uploaded.",6808,OLD OBSOLETE PO'S are coming in the RM Process Software. Kindly Get those removed.,Normal,104114,Resolved,Priyansh Saxena,2025-07-22 16:43:47.670,2025-08-29 14:22:57.840,2025-08-29 14:22:57.840,Implementation Review Closed,Priyansh Saxena,Priyansh Saxena,No,Apex Application,Apex Application,OLD OBSOLETE PO'S are coming in the RM Process Software. Kindly Get those removed.,"Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 27 2025 12:24PM,Aug 27 2025 9:12AM,Aug 27 2025 8:55AM,Aug 27 2025 8:06AM,Aug 27 2025 11:42AM",Bhasker Chhabra,Aug 27 2025 1:42PM,,,,
,6809,"To close the vulnerability CVE-2023-48795, we need to disable the use of the SHA-1 algorithm and ensure that SHA-2 is enabled and properly configured on all DC mentioned switches.",Normal,103761,Resolved,Sumit Jaswal,2025-07-22 17:17:45.497,2025-08-04 10:57:23.727,2025-08-04 10:57:23.727,Implementation Review Closed,Deepshikha .,Sumit Jaswal,No,IT Support (Network Support),IT Support (Network Support),"To close the vulnerability CVE-2023-48795, we need to disable the use of the SHA-1 algorithm and ensure that SHA-2 is enabled and properly configured on all DC mentioned switches. HMSI-DC-OOB-SW01-10.117.114.19 HMSI-DC-OOB-SW02-10.117.114.20 HMSI-DC-INT-SW01-10.117.114.4 HMSI-DC-INT-SW02-10.117.114.5 HMSI-DC-WAN-SW01-10.117.114.18",Akshat Kumar Puri,Aug 4 2025 5:43AM,,,"Amit Taneja,Ashish Dogra,Mosharraf Imam,Goji Sugita","Jul 24 2025 3:30AM,Jul 23 2025 9:52AM,Jul 24 2025 4:08AM,Jul 23 2025 10:23AM",Bhasker Chhabra,Jul 24 2025 8:52AM
SDVK965106 -> SAPMM : CR6810 PO Change Log Report.,6810,New Report for Sr. management related to PO Validity Impact: There will be no impact over exiting application since it is new & separate report requirement to check the PO validity & Prices.,Normal,103039,Resolved,Amit Kumar,2025-07-22 17:23:16.510,2025-08-18 17:39:01.193,2025-08-18 17:39:01.193,Implementation Review Closed,Gaurav Mishra,Amit Kumar,No,IT Support (Enterprise Platform),"IT Support (SAP MM, QM, PP, PM, PI)",Need a custom report to capture the PO validity (65 Series) along with price and other details.(Data will be capture from CDPOS & CDHDR),"Ashish Dogra,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 14 2025 9:43AM,Aug 14 2025 9:27AM,Aug 12 2025 12:26PM,Aug 13 2025 4:51AM,Aug 13 2025 3:23AM",Bhasker Chhabra,Aug 18 2025 11:52AM,,,,
,6812,All CCTV Desktop needs to be join on CCTV Domain.,Normal,102438,Resolved,Varendra Kumar,2025-07-23 07:28:38.000,2025-08-12 07:47:38.977,2025-08-12 07:47:38.977,Implementation Review Closed,Deepak Bhutani,Deepak Bhutani,No,OT Security,OT Security,As a part of continuous improvement efforts we are in the process of migrating all CCTV desktops into the Active Directory domain. This initiative is aimed to enhance overall security posture and ensuring better centralized management of laptops desktops servers. For joining all desktops in General Surveillance in domain windows Login ID has been created as per attached sheet. You are requested to kindly approve the same.,Rahul Gupta,Aug 12 2025 2:43AM,,,"Amit Taneja,Ashish Dogra,Amarjeet Singh,Goji Sugita","Jul 24 2025 3:30AM,Jul 23 2025 9:53AM,Jul 23 2025 8:59AM,Jul 23 2025 10:22AM",Bhasker Chhabra,Jul 24 2025 8:51AM
Page level change only.,6817,Please add XXS size in Track Jacket & XXS size in Track Pant in my details page in e-Portal.,Normal,103820,Resolved,Rajesh Roshan,2025-07-23 17:18:52.307,2025-08-25 11:08:47.230,2025-08-25 11:08:47.230,Implementation Review Closed,Priyanka .,DataCenter,No,IT Support (Infra),IT Support (Employee Portal),Please add XXS size in Track Jacket & XXS size in Track Pant .,"Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 20 2025 4:48AM,Aug 20 2025 12:57PM,Aug 20 2025 4:30AM,Aug 20 2025 5:14AM,Aug 20 2025 7:48AM",Bhasker Chhabra,Aug 20 2025 12:59PM,,,,
Page level and Db level changes both,6821,Need to add below enhancement point in Approval Note Dashboard graph1. Self pendency need to add so its help to track the self pending records2. Need to add employee list according to selected or eligible criteria in checkbox dropdown where from user can selected associate for which he/she want to view tracking of records.,Normal,104160,Resolved,Rajesh Roshan,2025-07-24 10:01:07.717,2025-08-13 14:37:17.510,2025-08-13 14:37:17.510,Implementation Review Closed,Priyanka .,DataCenter,No,IT Support (Infra),IT Support (Employee Portal),Need to add below enhancement point in Approval Note Dashboard graph1. Self pendency need to add so its help to track the self pending records2. Need to add employee list according to selected or eligible criteria in checkbox dropdown where from user can selected associate for which he/she want to view tracking of records.,"Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 8 2025 4:28AM,Aug 8 2025 4:22AM,Aug 7 2025 11:25PM,Aug 8 2025 3:40AM,Aug 8 2025 4:18AM",Bhasker Chhabra,Aug 8 2025 4:43AM,,,,
,6830,"Need to close the VA points in WLC, we need to apply a new SSL/TLS certificate that uses the SHA-2 algorithm.",Normal,104182,Resolved,Deepshikha .,2025-07-25 09:27:49.000,2025-08-04 11:04:32.127,2025-08-04 11:04:32.127,Implementation Review Closed,Deepshikha .,Sumit Jaswal,No,IT Support (Network Support),IT Support (Network Support),Kindly approve the request to close the VA points on the WLC. This requires applying a new SSL/TLS certificate that uses the SHA-2 algorithm. Device details: HMSI-DC-WLC-C9800-10.117.11.21,Akshat Kumar Puri,Aug 4 2025 5:43AM,,,"Amit Taneja,Ashish Dogra,Mosharraf Imam,Goji Sugita","Aug 2 2025 12:55AM,Jul 31 2025 11:07AM,Jul 31 2025 11:53AM,Jul 31 2025 12:56PM",Bhasker Chhabra,Aug 2 2025 5:22AM
,6831,Upgrade Firmware of Core Switches from 17.09.05 to 17.09.06a and Data center CCTV Access switch change,Normal,103575,Pending,Deepshikha .,2025-07-24 16:58:08.000,2025-08-25 06:37:58.387,2025-08-25 06:37:58.387,Implementation Review Closed,Patel Ankitkumar Ghanshyambhai,Patel Ankitkumar Ghanshyambhai,Yes,Network Support(4F),Network Support(4F),Upgrade Firmware of Core Switches from 17.09.05 to 17.09.06a Upgradation of CCTV network switch,Akshat Kumar Puri,Aug 25 2025 1:12AM,,,"Amit Taneja,Ashish Dogra,Mosharraf Imam,Goji Sugita","Jul 26 2025 3:43PM,Jul 25 2025 12:35PM,Jul 25 2025 11:38AM,Jul 25 2025 10:45AM",Bhasker Chhabra,Jul 28 2025 2:37PM
SDVK965053 SAPSD: New City code addtion (EMK),6834,SAP SD:- Config the new City code. Details are:-Region : NORTHState Code : 08City Name : PAONTA SAHIB City Code : EMKState : HIMACHAL PRADESH,Normal,103838,Resolved,Himanshu Sharma,2025-07-25 09:40:28.483,2025-08-06 15:37:15.027,2025-08-06 15:37:15.027,Implementation Review Closed,Nikki .,Amit Kumar,Yes,IT Support (Enterprise Platform),"IT Support (SAP SD, CS, PI)",Please Open City code in SAPDetails are:-Region : NORTHState Code : 08City Name : PAONTA SAHIBCity Code : EMKState : HIMACHAL PRADESH,"Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Jul 29 2025 1:59PM,Jul 29 2025 10:09AM,Jul 29 2025 5:54AM,Jul 29 2025 5:29AM,Jul 29 2025 9:30AM",,,,,,
,6837,New Service Request raised for - Infra Request\Network -,Normal,103575,Pending,Deepshikha .,2025-07-25 12:25:16.000,2025-08-16 15:33:07.483,2025-08-16 15:33:07.483,Implementation Review Closed,Munish Kumar,Mohammed Shahid Ulla,No,Network Support(3F),Mfg. Infra Support - 3F,"We need to upgrade the IOS to version 17.9 (throttle) in all Plant core switches to address the vulnerability identified as CVE-2023-48795, which includes the PSIRT fix for OpenSSH.",Piyushkumar Viththalbhai Patel,Aug 16 2025 10:14AM,,,"Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Jul 26 2025 3:41PM,Jul 25 2025 11:55AM,Jul 25 2025 10:23AM,Jul 25 2025 11:18AM,Jul 25 2025 10:40AM",Bhasker Chhabra,Jul 28 2025 2:37PM
TR: SDVK965141- LPC-New Location KR02 added:29/07/2025,6842,Warehouse FG Storage Capacity and actual need to update in MGT Dashboard for Bangalore WH.,Normal,104403,Resolved,Nikita Pal,2025-07-25 17:06:40.330,2025-08-07 12:28:57.993,2025-08-07 12:28:57.993,Implementation Review Closed,Nikita Pal,Amit Kumar,No,IT Support (Enterprise Platform),"IT Support (SAP SD, CS, PI)",Warehouse FG Storage Capacity and actual need to update in MGT Dashboard for Bangalore WH.,"Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Jul 29 2025 2:00PM,Jul 29 2025 10:09AM,Jul 29 2025 5:54AM,Jul 29 2025 5:29AM,Jul 29 2025 7:39AM",Bhasker Chhabra,Jul 29 2025 4:53PM,,,,
,6846,Firmware upgrade activity on Tape Library of all locations,Normal,104199,Resolved,Kamlesh Mahore,2025-07-26 10:52:56.747,2025-08-07 16:08:47.910,2025-08-07 16:08:47.910,Implementation Review Closed,Kamlesh Mahore,Kamlesh Mahore,No,IT Support (Infra),IT Support (Infra),"We need to perform firmware upgrade activity on Tape Library of all locations as per OEM's recommendation. Current Version Installed 1.6.1.0-B00 Recommended Version1.6.2.1-002 (Detailed plan attached). TL-hmsi1F10.249.21.243 TL-1F-New10.116.16.58 HMSITKL10.249.12.50 HMSI-IBM10.116.5.17 HMSI4FTL0110.116.11.111 HMSITSMTL1 10.117.115.13 HMSI1DCTL01 10.117.115.19"" HMSITSMTL-LTO9 10.117.115.57",Akshat Kumar Puri,Aug 7 2025 10:43AM,,,"Amit Taneja,Ashish Dogra,Mosharraf Imam,Goji Sugita","Aug 2 2025 12:55AM,Jul 31 2025 11:03AM,Jul 31 2025 8:54AM,Jul 31 2025 12:58PM",Bhasker Chhabra,Aug 2 2025 5:21AM
SDVK965188 SAPMM-CR6849-ZQPPM Report SDVK965464 SAPMM-CR6849-Line Rejection Smartform,6849,Report Modification,Normal,104034,Resolved,Amit Kumar,2025-07-28 08:52:50.527,2025-08-20 08:05:28.820,2025-08-20 08:05:28.820,Implementation Review Closed,Gaurav Mishra,Amit Kumar,No,IT Support (Enterprise Platform),"IT Support (SAP MM, QM, PP, PM, PI)",Some more data is required in NETQPPM report hence change is required to be done report.,"Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 18 2025 5:53AM,Aug 18 2025 7:06AM,Aug 18 2025 7:55AM,Aug 18 2025 7:44AM,Aug 18 2025 4:22AM",Bhasker Chhabra,Aug 18 2025 12:06PM,,,,
Page level and DB level change only.,6852,1.For learning management system we need employee details in excel file from e-portal batch job server (10.249.16.119) to 10.116.20.212 server. Request you to please create one batch job which auto run daily basis and putting data on 10.116.20.212 server. 2.E-Portal Upgrade hyper care Issue also add in this CR.,Normal,102789,Resolved,Satyaveer Yadav,2025-07-28 16:26:11.057,2025-08-14 21:55:06.670,2025-08-14 21:55:06.670,Implementation Review Closed,Priyanka .,DataCenter,No,IT Support (Infra),IT Support (Employee Portal),For learning management system we need employee details in excel file from e-portal batch job server (10.249.16.119) to 10.116.20.212 server.Request you to please create one batch job which auto run daily basis and putting data on 10.116.20.212 server.,"Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 8 2025 4:29AM,Aug 8 2025 4:23AM,Aug 7 2025 11:25PM,Aug 8 2025 3:40AM,Aug 8 2025 3:59AM",Bhasker Chhabra,Aug 8 2025 4:42AM,,,,
Child Education Support and EL Encashment Report need to be created in Canvas on Success Factors.,6860,SAP Successfactor -Child Education Support and EL Encashment Report need to be created in Canvas on Success Factors.,Normal,101957,Resolved,Nikki .,2025-07-28 21:42:54.143,2025-08-12 12:08:26.457,2025-08-12 12:08:26.457,Implementation Review Closed,Nikki .,Siva Manepalli,No,IT Support (SAP Successfactor),IT Support (SAP Successfactor),Please create all Reports.,"Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 5 2025 12:31PM,Aug 5 2025 12:30PM,Aug 5 2025 12:44PM,Aug 5 2025 12:23PM,Aug 5 2025 12:35PM",Bhasker Chhabra,Aug 5 2025 12:59PM,,,,
Configuration changes,6869,New Service Request raised for - Application Change Request\SHE Management System -,Normal,103830,Resolved,Urvashi Vijay Bhurase,2025-07-30 11:53:13.383,2025-08-06 11:49:08.363,2025-08-06 11:49:08.363,Implementation Review Closed,Urvashi Vijay Bhurase,Urvashi Vijay Bhurase,No,SHE Management System,SHE Management System,Clause 4 to Clause 9 documents provided,"Amit Taneja,Ashish Dogra,Mosharraf Imam,Amarjeet Singh,Goji Sugita","Aug 1 2025 4:11AM,Jul 31 2025 1:04PM,Jul 31 2025 11:52AM,Aug 1 2025 3:04AM,Jul 31 2025 12:54PM",Bhasker Chhabra,Aug 2 2025 5:20AM,,,,
,6871,Close the VAPT points on the 3F-WLC 10.116.5.13,Normal,104182,Resolved,Deepshikha .,2025-07-30 12:11:48.000,2025-08-16 15:28:47.443,2025-08-16 15:28:47.443,Implementation Review Closed,Munish Kumar,Mohammed Shahid Ulla,No,Network Support(3F),Mfg. Infra Support - 3F,Kindly approve the request to close the VA points on the WLC. This requires applying a new SSL/TLS certificate that uses the SHA-2 algorithm.,Piyushkumar Viththalbhai Patel,Aug 16 2025 10:14AM,,,"Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Jul 30 2025 11:58AM,Jul 30 2025 12:06PM,Jul 30 2025 10:43AM,Jul 30 2025 11:06AM,Jul 31 2025 2:32AM",Bhasker Chhabra,Jul 31 2025 1:47PM
,6873,"We are currently optimizing the SAP PI channels to ensure maximum utilization and performance. As part of this initiative, we need to configure the following parameter across all SAP PI landscapes: Development (DEV), Quality Assurance (QA), and Production. Complete plan is attached . We have completed the activity in DEV and QA and after testing we are implementing in production",Normal,104631,Resolved,Prasun Mishra,2025-07-30 12:49:38.000,2025-08-04 14:10:20.383,2025-08-04 14:10:20.383,Implementation Review Closed,Prasun Mishra,Amit Kumar,No,IT Support (Enterprise Platform),IT Support (Enterprise Platform),"parameter : Retry Interval(secs) Current value : 3 Target value : 2 Factory : MNSR, NSPR, TPKR, VTPR Channel list is attached .",Amit Kumar Dubey,Aug 4 2025 8:43AM,,,"Amit Taneja,Ashish Dogra,Mosharraf Imam,Goji Sugita","Aug 2 2025 12:54AM,Jul 31 2025 10:55AM,Jul 31 2025 8:53AM,Jul 31 2025 12:53PM",Bhasker Chhabra,Aug 2 2025 5:20AM
SDVK965229 – SD : CR6874 : Route Master creation 30-07-2025. SDVK965364 SD: CR6874 : Route Master creation 30-07-2025,6874,Route & Distance Revision,Normal,104558,Resolved,Nikita Pal,2025-07-30 13:02:56.567,2025-08-02 12:17:38.247,2025-08-02 12:17:38.247,Implementation Review Closed,Nikita Pal,Amit Kumar,No,IT Support (Enterprise Platform),"IT Support (SAP SD, CS, PI)",Route & Distance Revision for July25 wef 1st Aug25,"Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 2 2025 12:54AM,Aug 2 2025 4:42AM,Aug 1 2025 11:18PM,Aug 2 2025 3:54AM,Aug 1 2025 4:41PM",Bhasker Chhabra,Aug 2 2025 5:18AM,,,,
Page level change only.,6875,All approved DCN Submitted recently in portal are not visible so need to change in code level.,Normal,103736,Resolved,Rajesh Roshan,2025-07-30 17:52:29.220,2025-08-13 14:40:25.443,2025-08-13 14:40:25.443,Implementation Review Closed,Priyanka .,DataCenter,No,IT Support (Infra),IT Support (Employee Portal),"All approved DCN Submitted recently in portal are not visible, Discussion done with TTL team (Tata Technologies)","Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 8 2025 4:29AM,Aug 8 2025 4:24AM,Aug 7 2025 11:25PM,Aug 8 2025 3:39AM,Aug 8 2025 4:18AM",Bhasker Chhabra,Aug 8 2025 4:41AM,,,,
Database level changes and communication need to enable & disable,6881,Need to cancel one communication from backend because its wrongly created and approved from all levels. Bhasker San approval for emergency CR has been attached.,Emergency,104747,Resolved,Satyaveer Yadav,2025-07-31 13:30:07.717,2025-08-02 16:08:11.973,2025-08-02 16:08:11.973,Implementation Review Closed,Satyaveer Yadav,DataCenter,No,IT Support (Infra),IT Support (Employee Portal),"Communication request raised by Rahul San E Code - 12091 on 29th Jul 2025. That Communication not supposed to send as it was some glitch while approving at Corp Communication DVH end. But due to some glitch this request goes to Operating Head HR & A and it got approved today. If this communication will go , it will create miscommunication. This communication needs to deactivate or delete.","Amit Taneja,Ashish Dogra,Amarjeet Singh,Goji Sugita","Aug 2 2025 6:28AM,Aug 2 2025 4:41AM,Aug 2 2025 5:08AM,Aug 2 2025 5:13AM",Bhasker Chhabra,Aug 2 2025 10:05AM,,,,
,6882,"Dear Sans, Please approve SSH and sudo tech-specs implementation on AIX environment. POA is attached for your reference.",Normal,104666,Resolved,Hitesh Kumar,2025-07-31 15:26:44.073,2025-08-25 10:30:17.660,2025-08-25 10:30:17.660,Implementation Review Closed,Hitesh Kumar,Hitesh Kumar,No,IT Support [Hirise -Infrastructure],IT Support (Infra),"Dear Sans, Please approve SSH and sudo tech-specs implementation on AIX environment. POA is attached for your reference.",Akshat Kumar Puri,Aug 25 2025 5:12AM,,,"Amit Taneja,Ashish Dogra,Mosharraf Imam,Goji Sugita","Aug 4 2025 5:56AM,Aug 2 2025 10:20AM,Aug 2 2025 9:44AM,Aug 2 2025 5:14AM",Bhasker Chhabra,Aug 4 2025 3:28PM
SDVK965368 - SD - CR6883 : Route master Goalpara 01-08-2025.,6883,SAP SD:- New route distances need to configure in SAP for new town Goalpara (Assam) and Kushinagar (UP) from HMSI plants and warehouses.,Normal,104693,Resolved,Neelanshu Agarwal,2025-07-31 16:15:00.903,2025-08-11 07:30:16.987,2025-08-11 07:30:16.987,Implementation Review Closed,Nikita Pal,Amit Kumar,No,IT Support (Enterprise Platform),"IT Support (SAP SD, CS, PI)","As per given requirement from LPC, new Town Goalpara (Assam) & Kushinagar (UP) route distance in Route Master and Cluster Master need to be configure in SAP. Impact Analysis: If route distances will update configure in Route Master and Cluster Master then system will not calculate the Freight cost of that shipment, which will impact the Transporter's freight payment.","Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 10 2025 11:11AM,Aug 10 2025 2:52PM,Aug 10 2025 12:45PM,Aug 10 2025 11:24AM,Aug 10 2025 11:12AM",Bhasker Chhabra,Aug 10 2025 3:11PM,,,,
Database change only.,6885,"1.Request to prepare the Digitalization of AMD Full & Final settlement on E-Portal. 2.Full and final request no coming at Div Head SRQT- Emp Code-4103 (case no63,102,82 &42)",Normal,103586,Resolved,Priyanka .,2025-07-31 17:37:09.887,2025-08-23 20:02:41.140,2025-08-23 20:02:41.140,Implementation Review Closed,Priyanka .,Sumit Kumar,No,IT Support [Hirise -Infrastructure],IT Support (Employee Portal),"Request to prepare the Digitalization of AMD Full & Final settlement on E-Portal under Workflow Approval in dynamic form as per the attached approval note. Note : 1)Designation, Department Name, Operation name is as per 102 Ki ORG.2)If there will be any change in Employee, Department name, Division name, Operation name maping should be automatically fetched from the production server of the EPortal.3)Option of skip/ replacement of employee should be given to the initiator.","Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 18 2025 10:14AM,Aug 12 2025 11:31AM,Aug 13 2025 4:51AM,Aug 13 2025 3:23AM",Bhasker Chhabra,Aug 18 2025 12:05PM,,,,
